id,text,Not Toxic,Hard to Say,Toxic,Very Toxic,category_卑語,category_差別,category_迷惑行為,category_猥褻,category_出会い・プライバシー侵害,category_違法行為,category_偏向表現,annotation_num
806,普通に走れるんまな,2,0,0,0,0,0,0,0,0,0,0,2
807,ゴミに失礼だぞ,0,0,2,0,2,0,3,0,0,0,0,2
809,いつからナビスコカップじゃなくなったんや,2,0,0,0,0,0,0,0,0,0,0,2
810,若手どんどん出てこい,2,0,0,0,0,0,0,0,0,0,0,2
812,地力が違うし,2,0,0,0,0,0,0,0,0,0,0,2
814,日本の真似して検査しなければ収束するのに,0,1,1,0,0,0,1,0,0,0,1,2
817,舐めたましやがって,0,1,1,0,1,0,0,2,0,0,0,2
818,草食わすなとか言い出さんのかな,2,0,0,0,0,0,0,0,0,0,0,2
819,目一杯のプレーやしゃあない,2,0,0,0,0,0,0,0,0,0,0,2
822,猫はいっちゃん好き,2,0,0,0,0,0,0,0,0,0,0,2
824,週末やるよー,2,0,0,0,0,0,0,0,0,0,0,2
826,うしまゆかんさい,2,0,0,0,0,0,0,0,0,0,0,2
827,自民嫌いはどこがお好きなのかしら,0,0,2,0,0,1,0,0,0,0,2,2
828,若い先発候補がいない,2,0,0,0,0,0,0,0,0,0,0,2
830,わいらい,2,0,0,0,0,0,0,0,0,0,0,2
835,こういうの見ると、この前硫酸顔にかけたやついたけどあいつクソやな,0,1,1,0,1,0,2,0,0,0,0,2
837,ピュアすぎやろ,2,0,0,0,0,0,0,0,0,0,0,2
842,まず離婚という約束を守れよ,2,0,0,0,0,0,0,0,0,0,0,2
844,中国人って素行が悪いからなぁ,0,0,0,2,0,2,1,0,0,0,0,2
845,職場でもママと一緒,2,0,0,0,0,0,0,0,0,0,0,2
847,見た目わるい,0,1,1,0,0,1,1,0,0,0,0,2
849,ここも別番組で観たわ,2,0,0,0,0,0,0,0,0,0,0,2
856,なんかウラで話まとめたんかな,2,0,0,0,0,0,0,0,0,0,0,2
857,つまり,2,0,0,0,0,0,0,0,0,0,0,2
859,まじめにみるといくらでも時間かかるしな,2,0,0,0,0,0,0,0,0,0,0,2
860,リークでもなんでもいいけどあんなデザインに大金払えねー,1,1,0,0,0,0,2,0,0,0,0,2
863,安定性もあるしな,2,0,0,0,0,0,0,0,0,0,0,2
865,署長さようなら,2,0,0,0,0,0,0,0,0,0,0,2
866,名前も初めて知ったわ,2,0,0,0,0,0,0,0,0,0,0,2
869,ってなんだよ,2,0,0,0,0,0,0,0,0,0,0,2
873,また並ぶか,2,0,0,0,0,0,0,0,0,0,0,2
874,でも、あまりにも聞かないからさらっと話してほしいわ,2,0,0,0,0,0,0,0,0,0,0,2
875,党のことより自分のことだろ,2,0,0,0,0,0,0,0,0,0,0,2
879,日本のはなしをしてるのにバカには分からなかったか,0,0,1,1,0,0,3,0,0,0,0,2
880,西武より明確に上やしなんも言えん,2,0,0,0,0,0,0,0,0,0,0,2
881,心配してんじゃなくて,2,0,0,0,0,0,0,0,0,0,0,2
882,がハゲますように,0,0,2,0,0,1,1,0,0,0,0,2
884,唐揚げ作れるんか,2,0,0,0,0,0,0,0,0,0,0,2
885,お前に気が重いよ,1,0,1,0,0,0,1,0,0,0,0,2
887,本日は立ち合いは強く当たってあとは流れでお願いします,2,0,0,0,0,0,0,0,0,0,0,2
890,本人に直接手出すなんて雑な仕事するわけないやろ,2,0,0,0,0,0,0,0,0,0,0,2
892,日本はもうしばらく鎖国しとけ。,1,0,1,0,0,3,0,0,0,0,0,2
894,いや糞ラップにその衣装はあわんやろ,0,1,1,0,2,0,0,0,0,0,0,2
898,キャラ被ってる気がするが,2,0,0,0,0,0,0,0,0,0,0,2
900,先週まで工事で行ってたけど,2,0,0,0,0,0,0,0,0,0,0,2
901,三国時代はよ,2,0,0,0,0,0,0,0,0,0,0,2
904,やっぱ精神科だな,1,1,0,0,0,1,0,0,0,0,0,2
906,あやしいが,2,0,0,0,0,0,0,0,0,0,0,2
907,相変わらず自民党、ゴミしか居ないじゃん,0,0,1,1,0,1,3,0,0,0,2,2
908,このつたない日本語を毎回聞かされるのか,0,2,0,0,0,1,1,0,0,0,0,2
911,ほんと玉無しだな手帳は,0,2,0,0,1,2,1,1,0,0,0,2
912,三球三振で引導渡してやれ,2,0,0,0,0,0,0,0,0,0,0,2
915,今日もアメリカは強えーなー。,2,0,0,0,0,0,0,0,0,0,0,2
916,次回予告みたなのやめ,2,0,0,0,0,0,0,0,0,0,0,2
918,いいショット,2,0,0,0,0,0,0,0,0,0,0,2
920,おつ,2,0,0,0,0,0,0,0,0,0,0,2
921,ソロホームランでいいから出て欲しい,2,0,0,0,0,0,0,0,0,0,0,2
925,相葉はほんと結婚関係ないね,2,0,0,0,0,0,0,0,0,0,0,2
930,ジュピター会議は知らんけど,2,0,0,0,0,0,0,0,0,0,0,2
933,国産以外嫌だわ,0,2,0,0,0,2,0,0,0,0,0,2
935,あいつらベトナム人で実験してるから,0,1,1,0,0,3,0,0,0,0,0,2
938,おまえは別の意味で惚れてる気がする,2,0,0,0,0,0,0,0,0,0,0,2
942,ツボ押しとマッサージでリラックスを促してる,2,0,0,0,0,0,0,0,0,0,0,2
943,合格した途端メガネキャラをあっさり捨てるあたりもな,2,0,0,0,0,0,0,0,0,0,0,2
944,射程短い機体はほぼ死んでる,2,0,0,0,0,0,0,0,0,0,0,2
947,ほんとあとは打つだけ,2,0,0,0,0,0,0,0,0,0,0,2
949,↑主語がない,2,0,0,0,0,0,0,0,0,0,0,2
950,リオン謝罪,2,0,0,0,0,0,0,0,0,0,0,2
951,素晴らしいな,2,0,0,0,0,0,0,0,0,0,0,2
952,広島なら完投させるんじゃね,2,0,0,0,0,0,0,0,0,0,0,2
953,ひ孫に囲まれるとかいいな,2,0,0,0,0,0,0,0,0,0,0,2
960,かなりの曲者だ,1,1,0,0,0,0,1,0,0,0,0,2
961,下げれるんだから下げてくれ,2,0,0,0,0,0,0,0,0,0,0,2
962,不整脈ですね,2,0,0,0,0,0,0,0,0,0,0,2
964,響消えてて草,2,0,0,0,0,0,0,0,0,0,0,2
967,アニメ自体はつまらないな・・・,2,0,0,0,0,0,0,0,0,0,0,2
968,あなたの言うとおりだわ,2,0,0,0,0,0,0,0,0,0,0,2
969,遠慮なく重ねろ,2,0,0,0,0,0,0,0,0,0,0,2
970,ダメになるようなら引っ越すわ,2,0,0,0,0,0,0,0,0,0,0,2
973,ルール守れというだけで発狂するんだし無理でしょ,0,2,0,0,0,0,2,0,0,0,0,2
975,基地外とか危険因子を取り除く事は必要だよ,0,0,1,1,0,2,1,0,0,0,1,2
977,奇才も混じっててよかったね,2,0,0,0,0,0,0,0,0,0,0,2
981,おっさんが好きそうなの続くな,2,0,0,0,0,0,0,0,0,0,0,2
982,大学生と貧困家族にあげろよ,2,0,0,0,0,0,0,0,0,0,0,2
983,これ巨人の優勝あるやろ,2,0,0,0,0,0,0,0,0,0,0,2
984,全く男として見ていない,1,0,1,0,0,0,1,0,0,0,0,2
985,よろんとうじゃないのか,2,0,0,0,0,0,0,0,0,0,0,2
986,第二の大口病院,2,0,0,0,0,0,0,0,0,0,0,2
989,この衣装カッコいい、可愛いから欲しいってやつ以外もう課金要素ないだろ,1,0,1,0,0,0,1,0,0,0,0,2
990,そこまで未練なら風俗行きゃいいじゃん,0,0,2,0,0,0,0,2,0,0,0,2
992,ボイスはもう少しバリエーション取ってくれ,1,1,0,0,0,0,0,0,0,0,0,2
993,ドンパチ聞こえないけど,2,0,0,0,0,0,0,0,0,0,0,2
